Time,ReferenceTime,DataTank.TemperaturTank,DieselData.DieselRPM,DieselData.Fuelconsumption,DieselData.NAFGear,DieselData.OperatHours,DieselData.Speed,MaschineStatus.AllradAus,MaschineStatus.AmbientPressure,MaschineStatus.AmbientTemp,MaschineStatus.CraneFktOn,MaschineStatus.DieselFuellstand,MaschineStatus.DieselWaterTemp,MaschineStatus.DiffLockOn,MaschineStatus.DriveDirecFow,MaschineStatus.DriveDirecRev,MaschineStatus.ECOModeOn,MaschineStatus.HighTempHydroOil,MaschineStatus.HighTempWater,MaschineStatus.HydroOilLevelLow,MaschineStatus.WorkHydraulikAktiv,Pumpe_Ibc_Obc_Druck.IbcP,Pumpe_Ibc_Obc_Druck.ObcP,Pumpe_Ibc_Obc_Druck.PumpeLS,Pumpe_Ibc_Obc_Druck.PumpeP,TankP.LeckoelP,TankP.LenkungA,TankP.LenkungB,TankP.TankP
2022-05-04 12:16:51,0.37,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.39,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.2,11.9,4.3
2022-05-04 12:16:51,0.409,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.429,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:51,0.46,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.2,11.9,4.3
2022-05-04 12:16:51,0.48,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:51,0.5,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.2,11.9,4.3
2022-05-04 12:16:51,0.519,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,12,4.3
2022-05-04 12:16:51,0.539,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.3,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.569,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.3,0,0.4,11.9,4.3
2022-05-04 12:16:51,0.589,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:51,0.609,16,798,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.1,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.629,16,798,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.2,11.9,4.3
2022-05-04 12:16:51,0.649,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.3,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.67,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:51,0.699,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:51,0.719,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:51,0.739,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.759,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.779,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.799,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.1,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.829,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.849,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.1,11.9,4.3
2022-05-04 12:16:51,0.869,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:51,0.889,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.909,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,12,4.3
2022-05-04 12:16:51,0.929,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.959,16,801,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.979,16,801,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,0.999,16,801,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,1.019,16,801,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,1.039,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.1,0,0.3,11.9,4.3
2022-05-04 12:16:51,1.059,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,1.089,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:51,1.109,16,801,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,1.129,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.1,0,0.3,11.9,4.3
2022-05-04 12:16:51,1.149,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,1.17,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:51,1.189,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:51,1.219,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,1.239,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,1.259,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:51,1.279,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.299,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:52,1.319,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.1,11.9,4.3
2022-05-04 12:16:52,1.349,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.1,0,0.2,11.9,4.3
2022-05-04 12:16:52,1.37,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.3,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.389,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.409,16,801,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:52,1.429,16,801,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.5,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.449,16,801,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.1,0,0.2,11.9,4.3
2022-05-04 12:16:52,1.479,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.7,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:52,1.499,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.7,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.519,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.539,16,801,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.3,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.559,16,801,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,12,4.3
2022-05-04 12:16:52,1.579,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.609,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.629,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.4,11.9,4.3
2022-05-04 12:16:52,1.649,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.3,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.669,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.3,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.689,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.709,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:52,1.739,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.759,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.779,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.1,0,0.2,11.9,4.3
2022-05-04 12:16:52,1.799,16,798,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.819,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:52,1.839,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:52,1.869,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.889,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:52,1.909,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.929,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.949,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.3,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.979,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,1.999,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,2.019,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,2.039,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,2.059,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:52,2.089,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,2.109,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.1,0,0.3,11.9,4.3
2022-05-04 12:16:52,2.129,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,2.149,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,12,4.3
2022-05-04 12:16:52,2.169,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,2.189,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,2.219,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.3,11.9,4.3
2022-05-04 12:16:52,2.239,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:52,2.259,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:52,2.279,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.299,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.319,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.349,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.369,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.3,0.1,0.3,11.9,4.3
2022-05-04 12:16:53,2.389,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.2,11.9,4.3
2022-05-04 12:16:53,2.41,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.429,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.1,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.449,16,801,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.479,16,801,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.499,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.519,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.54,16,800,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.2,11.9,4.3
2022-05-04 12:16:53,2.56,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.58,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.609,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.7,33.2,0.1,0.2,11.9,4.3
2022-05-04 12:16:53,2.63,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.3,0,0.3,12,4.3
2022-05-04 12:16:53,2.65,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.67,16,799,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.6,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.69,16,798,2.2,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.5,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.709,16,798,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.74,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:53,2.76,16,799,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:53,2.78,16,800,2.1,2,1435,0,0,0,20,0,100,45,0,0,0,1,0,0,0,0,0,2.4,3.7,33.3,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.8,16,800,2.1,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.4,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.82,16,799,2.1,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.3,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.84,16,799,2.1,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.3,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.87,16,800,2.1,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.89,16,800,2.1,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:53,2.91,16,800,2.2,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:53,2.93,16,800,2.2,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:53,2.95,16,799,2.2,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,2.97,16,799,2.2,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,3,16,799,2.2,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.4,0,0.3,11.9,4.3
2022-05-04 12:16:53,3.02,16,799,2.1,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,3.04,16,799,2.1,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,3.06,16,800,2.1,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0.1,0.2,11.9,4.3
2022-05-04 12:16:53,3.08,16,800,2.1,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,3.1,16,800,2.1,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
2022-05-04 12:16:53,3.13,16,799,2.2,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,12,4.3
2022-05-04 12:16:53,3.15,16,799,2.2,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:53,3.17,16,799,2.2,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.2,11.9,4.3
2022-05-04 12:16:53,3.19,16,799,2.2,2,1435,0,0,0,20,0,100,46,0,0,0,1,0,0,0,0,0,2.4,3.6,33.2,0,0.3,11.9,4.3
